'step', 'normal dist max'
1, 17.04503059387207
2, 5.672595500946045
3, 19.119272232055664
4, 0.6568615436553955
5, 0.604543149471283
6, 9.298192024230957
7, 1.3406909704208374
8, 8.312821388244629
9, 0.6718199253082275
10, 6.5445661544799805
11, 8.469379425048828
12, 7.173051834106445
13, 8.063607215881348
14, 0.6941623091697693
15, 2.505565881729126
16, 5.268701553344727
17, 6.166384696960449
18, 3.15991473197937
19, 0.7777359485626221
20, 0.6233523488044739
21, 0.6694037318229675
22, 4.588009357452393
23, 0.6939866542816162
24, 2.1555423736572266
25, 0.6739965677261353
26, 6.657886981964111
27, 5.566205978393555
28, 6.87197732925415
29, 0.5843197703361511
30, 1.2276173830032349
31, 0.625376284122467
32, 0.5762110948562622
33, 0.6096364259719849
34, 0.6845046281814575
35, 5.681605815887451
36, 6.793887615203857
37, 5.559431552886963
38, 2.4930968284606934
39, 0.6347169876098633
40, 0.5392694473266602
41, 5.160320281982422
42, 0.6767477989196777
43, 0.717504620552063
44, 0.7222208976745605
45, 1.1002998352050781
46, 5.26124382019043
47, 7.836074352264404
48, 0.642479419708252
49, 0.5960230827331543
50, 0.6310508847236633
51, 0.7122703790664673
52, 1.4600045680999756
53, 0.7042322754859924
54, 5.321944713592529
55, 1.8705929517745972
56, 5.50998067855835
57, 6.877709865570068
58, 3.655048370361328
59, 4.863852024078369
60, 1.6015797853469849
61, 0.6172671914100647
62, 7.329217910766602
63, 0.6140128374099731
64, 0.6237794160842896
65, 4.308487892150879
66, 2.8271658420562744
67, 5.630919933319092
68, 0.5901994109153748
69, 4.651797771453857
70, 7.862278938293457
71, 0.5390772223472595
72, 3.0314781665802
73, 4.258144378662109
74, 3.1059627532958984
75, 0.5609983205795288
76, 0.7156011462211609
77, 5.576457500457764
78, 0.6437238454818726
79, 0.6980128884315491
80, 0.6223022937774658
81, 3.6233444213867188
82, 1.8216705322265625
83, 0.6453437805175781
84, 3.6301021575927734
85, 0.6966459155082703
86, 9.00600528717041
87, 1.928786039352417
88, 3.451258897781372
89, 6.363266944885254
90, 2.3200204372406006
91, 0.583464503288269
92, 8.087995529174805
93, 6.608020782470703
94, 3.991433620452881
95, 4.8163909912109375
96, 5.179617404937744
97, 4.7734856605529785
98, 0.6741645336151123
99, 3.4360969066619873
100, 1.7980284690856934
101, 8.57326889038086
102, 4.8679728507995605
103, 0.6667933464050293
104, 4.98611307144165
105, 0.6990991234779358
106, 1.5579898357391357
107, 5.628760814666748
108, 0.7234224081039429
109, 1.0851880311965942
110, 1.8331475257873535
111, 0.7941634654998779
112, 0.7150578498840332
113, 0.6909884214401245
114, 3.534264087677002
115, 3.715656042098999
116, 0.7599759697914124
117, 0.6493896842002869
118, 6.329437255859375
119, 4.285167694091797
120, 2.298452854156494
121, 4.922175407409668
122, 0.7659220099449158
123, 0.7193395495414734
124, 1.531296730041504
125, 0.8727297186851501
126, 6.022429943084717
127, 3.9659717082977295
128, 2.3938207626342773
129, 1.7323403358459473
130, 0.807927668094635
131, 6.887562274932861
132, 0.8076589703559875
133, 6.873095512390137
134, 0.9157596826553345
135, 3.384531259536743
136, 0.9537147283554077
137, 0.8863291144371033
138, 0.9185624718666077
139, 4.240737438201904
140, 4.294539928436279
141, 0.9498706459999084
142, 0.9885503649711609
143, 2.22094464302063
144, 1.0774102210998535
145, 5.424584865570068
146, 1.3270291090011597
147, 4.167204856872559
148, 5.451534748077393
149, 1.37423574924469
150, 0.9689813852310181
151, 0.9923114776611328
152, 0.9079365134239197
153, 6.769667148590088
154, 5.864223480224609
155, 5.530843257904053
156, 1.0570228099822998
157, 5.779104709625244
158, 1.1410138607025146
159, 3.465433359146118
160, 2.3885996341705322
161, 6.139472961425781
162, 5.1229119300842285
163, 0.984220564365387
164, 0.9142775535583496
165, 0.9017016291618347
166, 2.786536693572998
167, 1.1136274337768555
168, 0.7614601254463196
169, 6.121843338012695
170, 0.917033314704895
171, 6.394431114196777
172, 1.1267175674438477
173, 6.927913188934326
174, 3.926287889480591
175, 0.7854037880897522
176, 2.5351524353027344
177, 1.0093140602111816
178, 0.8676653504371643
179, 1.0140838623046875
180, 0.9004692435264587
181, 7.908870697021484
182, 0.8321556448936462
183, 0.9586153626441956
184, 4.560212135314941
185, 2.935915946960449
186, 0.9696040153503418
187, 1.049433946609497
188, 3.8015589714050293
189, 0.8521590828895569
190, 2.20208740234375
191, 0.9319585561752319
192, 0.852827250957489
193, 0.8920657634735107
194, 2.9913434982299805
195, 0.9020957946777344
196, 4.168704986572266
197, 0.9113855957984924
198, 4.203032970428467
199, 1.2211227416992188
200, 3.491952419281006
201, 0.8583575487136841
202, 3.188181161880493
203, 1.0114902257919312
204, 3.479538917541504
205, 2.7266316413879395
206, 0.9794597029685974
207, 1.4730695486068726
208, 1.0140655040740967
209, 1.0614185333251953
210, 3.4950385093688965
211, 4.246340274810791
212, 1.4940038919448853
213, 4.393520355224609
214, 3.5601396560668945
215, 0.9728693962097168
216, 4.627577781677246
217, 4.923192024230957
218, 1.0116652250289917
219, 0.8827059268951416
220, 4.834826946258545
221, 1.4550877809524536
222, 4.499351501464844
223, 0.8089710474014282
224, 4.4088287353515625
225, 1.099409580230713
226, 0.9474085569381714
227, 5.07607364654541
228, 0.8548648953437805
229, 0.9426335096359253
230, 0.8184974789619446
231, 0.8978449106216431
232, 0.895428478717804
233, 0.9066987037658691
234, 0.9691302180290222
235, 0.9517828822135925
236, 0.8259692192077637
237, 0.9638368487358093
238, 6.729609489440918
239, 1.5043572187423706
240, 0.9011537432670593
241, 4.982261657714844
242, 1.3391320705413818
243, 4.436068058013916
244, 2.438671350479126
245, 0.980655312538147
246, 0.7814822196960449
247, 7.228792190551758
248, 1.071091890335083
249, 0.8982263803482056
250, 1.1400582790374756
251, 3.603384256362915
252, 0.9577688574790955
253, 3.009430408477783
254, 6.249440670013428
255, 3.978785514831543
256, 1.6844643354415894
257, 0.9214230179786682
258, 3.0457656383514404
259, 3.1706416606903076
260, 2.878429412841797
261, 0.8908266425132751
262, 6.063566207885742
263, 0.9995380640029907
264, 1.0306497812271118
265, 0.8892839550971985
266, 5.072450637817383
267, 3.166764497756958
268, 1.005664348602295
269, 2.9874606132507324
270, 5.0987229347229
271, 5.888057708740234
272, 0.8850249648094177
273, 1.63810133934021
274, 5.705308437347412
275, 0.9079373478889465
276, 0.96475750207901
277, 1.103678822517395
278, 7.449465751647949
279, 4.458050727844238
280, 2.124927520751953
281, 2.1334588527679443
282, 3.914161205291748
283, 0.9211292266845703
284, 1.0581796169281006
285, 0.9103623628616333
286, 4.37827730178833
287, 3.7545228004455566
288, 2.5100901126861572
289, 0.8888262510299683
290, 1.1179594993591309
291, 0.8176937103271484
292, 1.1292378902435303
293, 2.4407718181610107
294, 1.0227246284484863
295, 0.8158188462257385
296, 5.436753273010254
297, 1.0150259733200073
298, 0.9489127397537231
299, 0.9263315796852112
300, 0.925462543964386
301, 0.7986037731170654
302, 0.9611842036247253
303, 4.3288750648498535
304, 0.8611817955970764
305, 0.8279879689216614
306, 2.5520994663238525
307, 5.808237075805664
308, 1.0719108581542969
309, 2.1229286193847656
310, 1.1683961153030396
311, 0.847964346408844
312, 0.8716365098953247
313, 3.9145071506500244
314, 0.9180418252944946
315, 0.9450907111167908
316, 1.007623314857483
317, 2.243223190307617
318, 0.822812557220459
319, 3.732116937637329
320, 0.8535426259040833
321, 0.8539665937423706
322, 3.4985673427581787
323, 0.9946967959403992
324, 1.0876567363739014
325, 1.134295105934143
326, 5.42966890335083
327, 0.9234213829040527
328, 5.041320323944092
329, 7.376712322235107
330, 6.918682098388672
331, 5.52617883682251
332, 6.096249580383301
333, 4.243910789489746
334, 0.9489344358444214
335, 2.590574026107788
336, 0.9122832417488098
337, 1.1668566465377808
338, 1.1976659297943115
339, 0.8511159420013428
340, 1.0114532709121704
341, 3.4030940532684326
342, 0.9064686894416809
343, 6.177643775939941
344, 7.907627105712891
345, 0.9353948831558228
346, 4.5393805503845215
347, 0.8322506546974182
348, 0.8871809840202332
349, 0.8676948547363281
350, 0.8304080367088318
351, 0.7987078428268433
352, 2.827756404876709
353, 0.7819197773933411
354, 1.3365559577941895
355, 0.80710768699646
356, 1.054288625717163
357, 1.0077892541885376
358, 0.9219467639923096
359, 1.0484983921051025
360, 0.9699248671531677
361, 8.193554878234863
362, 1.0441169738769531
363, 0.9081176519393921
364, 0.9733490943908691
365, 2.107949733734131
366, 0.9292638897895813
367, 4.427574634552002
368, 1.6500884294509888
369, 1.2666364908218384
370, 5.301975250244141
371, 0.8844831585884094
372, 0.7502800226211548
373, 1.0967884063720703
374, 1.0096529722213745
375, 0.8017510175704956
376, 3.1110308170318604
377, 1.5570603609085083
378, 6.136231899261475
379, 5.0307464599609375
380, 1.178856372833252
381, 0.936164140701294
382, 6.651919364929199
383, 3.9502291679382324
384, 1.0756285190582275
385, 0.8504871129989624
386, 0.8536810278892517
387, 2.5864064693450928
388, 8.837651252746582
389, 2.01837158203125
390, 1.021653413772583
391, 0.8102166056632996
392, 1.0566624402999878
393, 0.9821049571037292
394, 0.9885285496711731
395, 1.0198206901550293
396, 0.9167186617851257
397, 1.0245509147644043
398, 0.8018043041229248
399, 0.8739251494407654
400, 1.984832525253296
401, 0.8660381436347961
402, 1.4154034852981567
403, 0.8947996497154236
404, 1.0432665348052979
405, 0.9863976836204529
406, 6.679646015167236
407, 1.461667776107788
408, 1.0660792589187622
409, 1.383000135421753
410, 2.4901556968688965
411, 0.8902658820152283
412, 0.7255945801734924
413, 0.9765581488609314
414, 7.760988235473633
415, 0.9785131812095642
416, 0.8534072637557983
417, 5.231109619140625
418, 0.8646697402000427
419, 0.8158238530158997
420, 0.9414867758750916
421, 2.365023136138916
422, 0.8367924690246582
423, 0.8441487550735474
424, 5.496674537658691
425, 1.4697153568267822
426, 4.420679092407227
427, 0.8434264063835144
428, 6.178509712219238
429, 0.8732777833938599
430, 4.213692665100098
431, 0.8342974781990051
432, 5.273873805999756
433, 4.995537757873535
434, 1.0490270853042603
435, 0.7930648326873779
436, 0.7826667428016663
437, 1.0673749446868896
438, 5.750497817993164
439, 1.226481318473816
440, 0.9936308860778809
441, 0.956720232963562
442, 0.8721919059753418
443, 3.0169947147369385
444, 5.146115779876709
445, 0.9141885638237
446, 0.734182596206665
447, 7.701396465301514
448, 4.944468021392822
449, 5.224409103393555
450, 1.0040662288665771
451, 4.532674789428711
452, 0.8025099039077759
453, 0.8859961628913879
454, 0.9962539672851562
455, 5.1425251960754395
456, 0.8187000751495361
457, 0.9615145325660706
458, 0.8050863742828369
459, 0.932949423789978
460, 0.9764779806137085
461, 2.159618616104126
462, 2.2968857288360596
463, 0.9898555874824524
464, 3.4296553134918213
465, 1.6146796941757202
466, 1.045371413230896
467, 2.637570381164551
468, 1.3008750677108765
469, 1.0438246726989746
470, 4.710025310516357
471, 0.8305940628051758
472, 1.0679329633712769
473, 1.4333372116088867
474, 0.8542141318321228
475, 0.8510855436325073
476, 1.0392826795578003
477, 1.0106090307235718
478, 1.0035825967788696
479, 2.5078654289245605
480, 3.616564989089966
481, 4.1333842277526855
482, 5.588229179382324
483, 3.3702871799468994
484, 2.1610002517700195
485, 0.8129923939704895
486, 5.4920501708984375
487, 1.014447569847107
488, 0.944071352481842
489, 0.923646092414856
490, 1.097286343574524
491, 0.7631685733795166
492, 2.413181781768799
493, 6.767284393310547
494, 3.7380599975585938
495, 0.8794782161712646
496, 8.448585510253906
497, 1.0673589706420898
498, 5.598851203918457
499, 1.094144344329834
500, 0.8564246296882629
501, 3.7688562870025635
502, 5.590482711791992
503, 0.9226797819137573
504, 0.9353398084640503
505, 0.8799945116043091
506, 1.4946379661560059
507, 0.9964914917945862
508, 0.7495583891868591
509, 3.845371961593628
510, 0.9290062189102173
511, 1.8879870176315308
512, 3.109563112258911
513, 0.9972316026687622
514, 6.143961429595947
515, 0.9201242327690125
516, 0.821729302406311
517, 0.9573864936828613
518, 1.0876343250274658
519, 0.7629268169403076
520, 1.0619540214538574
521, 0.9093074798583984
522, 0.8481154441833496
523, 0.8314170837402344
524, 0.9773478507995605
525, 0.9882006645202637
526, 0.9312953948974609
527, 0.8666388988494873
528, 1.0104944705963135
529, 1.0073310136795044
530, 2.6351985931396484
531, 4.20178747177124
532, 0.903359591960907
533, 1.1285710334777832
534, 2.591059684753418
535, 1.002885341644287
536, 0.9148005843162537
537, 1.066578984260559
538, 0.9779822826385498
539, 8.095745086669922
540, 0.9041742086410522
541, 0.8055940866470337
542, 1.0706424713134766
543, 0.9516358375549316
544, 1.002379059791565
545, 3.7458508014678955
546, 0.956156849861145
547, 7.009458065032959
548, 0.8713687062263489
549, 3.0260157585144043
550, 0.8961541652679443
551, 6.399301528930664
552, 1.5542281866073608
553, 0.8006311655044556
554, 5.334785461425781
555, 1.178311824798584
556, 2.2664084434509277
557, 5.704474449157715
558, 1.0261600017547607
559, 0.8929221630096436
560, 1.7803847789764404
561, 0.9718847274780273
562, 1.0500136613845825
563, 6.408327102661133
564, 2.680917978286743
565, 0.9649667739868164
566, 7.398183345794678
567, 0.9232320785522461
568, 0.8454403877258301
569, 0.835309624671936
570, 0.7788081765174866
571, 2.5950441360473633
572, 0.9421469569206238
573, 2.3502326011657715
574, 0.7932534217834473
575, 2.223294734954834
576, 1.4644628763198853
577, 0.7735009789466858
578, 0.8234267830848694
579, 2.6044187545776367
580, 0.9536857008934021
581, 0.97097247838974
582, 0.9649800658226013
583, 3.205843448638916
584, 0.8630275726318359
585, 1.202102780342102
586, 1.6543586254119873
587, 2.423236608505249
588, 1.4578872919082642
589, 5.240255832672119
590, 1.959449052810669
591, 0.9291670918464661
592, 1.269148588180542
593, 1.035340428352356
594, 0.8873465061187744
595, 0.8679433465003967
596, 1.9658652544021606
597, 0.9199193120002747
598, 0.7909209132194519
599, 0.813789963722229
600, 3.0876665115356445
601, 2.2214691638946533
602, 0.8775680065155029
603, 1.7169440984725952
604, 0.7652778625488281
605, 4.29208517074585
606, 0.8914198279380798
607, 0.961338460445404
608, 1.0060628652572632
609, 2.6051924228668213
610, 0.8574875593185425
611, 1.1750491857528687
612, 4.365010738372803
613, 4.981276035308838
614, 3.422619342803955
615, 1.275841474533081
616, 0.7721015214920044
617, 0.9149790406227112
618, 5.039032936096191
619, 4.062925338745117
620, 0.9089972972869873
621, 3.5400655269622803
622, 5.055330276489258
623, 4.118112564086914
624, 0.903779923915863
625, 1.1278053522109985
626, 1.0376843214035034
627, 1.254621982574463
628, 0.8694177865982056
629, 3.9670522212982178
630, 1.8824657201766968
631, 2.2947864532470703
632, 0.6889087557792664
633, 4.802387714385986
634, 1.0370467901229858
635, 2.8294694423675537
636, 4.377063751220703
637, 0.8451861143112183
638, 3.7776038646698
639, 0.7655698657035828
640, 4.199443817138672
641, 0.9345523118972778
642, 0.8090333342552185
643, 2.9211790561676025
644, 0.9211548566818237
645, 1.0702502727508545
646, 1.7142047882080078
647, 5.999722003936768
648, 0.9683780074119568
649, 5.031391143798828
650, 0.9942971467971802
651, 0.808917224407196
652, 1.36823308467865
653, 3.3211703300476074
654, 0.8658530712127686
655, 0.9010946750640869
656, 0.7404162287712097
657, 0.8120355010032654
658, 3.262953758239746
659, 0.8580123782157898
660, 0.9102232456207275
661, 0.8998549580574036
662, 0.8413137197494507
663, 3.9182512760162354
664, 0.7013014554977417
665, 1.0037120580673218
666, 1.0077153444290161
667, 0.7924039959907532
668, 0.921089231967926
669, 0.8364865183830261
670, 6.298461437225342
671, 3.6581943035125732
672, 6.078140735626221
673, 3.760406017303467
674, 2.6652209758758545
